Artist,Title,Album,Date,Lyric,Year,words,negative,neutral,positive,dominant_sentiment,dominant_sentiment_score
Justin Bieber,Nothing Like Us,Believe Acoustic,2013-01-29,lately i've been thinking thinking 'bout what we had i know it was hard it was all that we knew yeah have you been drinking to take all the pain away i wish that i could give you what you deserve  pre cause nothing can ever ever replace you nothing can make me feel like you do you know theres no one i can relate to and know we wont find a love thats so true   theres nothing like us theres nothing like you and me together through the storm theres nothing like us theres nothing like you and me together   i gave you everything baby everything i had to give girl why would you push me away yeah lost in confusion like an illusion you know i'm used to making your day  pre but that is the past now we didn't last now i guess that this is meant to be tell me was it worth it we were so perfect but baby i just want you to see   theres nothing like us theres nothing like you and me together through the storm theres nothing like us theres nothing like you and me together theres nothing like us theres nothing like you and me together through the storm theres nothing like us theres nothing like you and me together,2013.0,"['lately', 'ive', 'thinking', 'bout', 'know', 'hard', 'knew', 'yeah', 'drinking', 'take', 'pain', 'away', 'wish', 'could', 'give', 'deserve', 'pre', 'cause', 'nothing', 'ever', 'replace', 'make', 'feel', 'like', 'there', 'one', 'relate', 'wont', 'find', 'love', 'thats', 'true', 'u', 'together', 'storm', 'gave', 'everything', 'baby', 'girl', 'would', 'push', 'lost', 'confusion', 'illusion', 'im', 'used', 'making', 'day', 'past', 'last', 'guess', 'meant', 'tell', 'worth', 'perfect', 'want', 'see']",0.042,0.741,0.217,Positive,0.217
Justin Bieber,All Around Me,Changes,2020-02-14,not sure what i was doing before ya i quit tryna figure it out nothin' like havin' someone for you someone beside you when it's time to lay down fully committed you're here for the stay down look in the mirror you right for the takedown   room for you in my coupe let me open up the door open up my eyes to a feelin' i can't ignore i need you all around me oh yeah yeah yeah yeah i need you all around me wouldn't wanna be in any other place  post from my home to the road i'll make sure you're comfortable you make sure i'm comfortable our love's unconditional i need you all around me all around me yeah   never thought i could ever be loyal to someone other than myself i never thought i could ever be a spoiler guess anything is possible with your help anything's possible since you made my heart melt gave me the best hand that i'd ever been dealt   room for you in my coupe let me open up the door open up my eyes to a feelin' i can't ignore i need you all around me yeah oh yeah yeah yeah yeah i need you all around me wouldn't wanna be in any other place  post from my home to the road i'll make sure you're comfortable you make sure i'm comfortable our love's unconditional i need you all around me all around me yeah yeah yeah,2020.0,"['sure', 'ya', 'quit', 'tryna', 'figure', 'nothin', 'like', 'havin', 'someone', 'beside', 'time', 'lay', 'fully', 'committed', 'stay', 'look', 'mirror', 'right', 'takedown', 'room', 'coupe', 'let', 'open', 'door', 'eye', 'feelin', 'cant', 'ignore', 'need', 'around', 'oh', 'yeah', 'wanna', 'place', 'post', 'home', 'road', 'ill', 'make', 'comfortable', 'im', 'love', 'unconditional', 'never', 'thought', 'could', 'ever', 'loyal', 'spoiler', 'guess', 'anything', 'possible', 'help', 'anythings', 'since', 'made', 'heart', 'melt', 'gave', 'best', 'hand', 'id', 'dealt']",0.036,0.731,0.233,Positive,0.233
Justin Bieber,E.T.A.,Changes,2020-02-14,feels like time's moving in slow motion just trying to occupy my mind so that i don't go looney over you oohooh just trying to amplify the sound to drown out all of this need for you you ooh biting my nails got me nervous so anxious see it's one o'clock now noon felt like three hours ago   i just wanna know your eta eta out the window got me looking out the street what's your eta distance only made us grow fonder of one another be honest what's your eta what's your eta   say you almost right here now just say you pulling up to my gate don't say the signal faded driving through the canyon just hurry up for my sake i was born ready for you skin sweeter than cinnamon eyes deeper than the ocean love me hard like where you been love me like you don't want it to end   i just wanna know your eta eta out the window got me looking out the street what's your eta distance only made us grow fonder of one another be honest what's your eta what's your eta   before you gotta go ohohohoh before you gotta go drop a pin for me now so i can learn your location thank you yes you're less than five minutes away from me in your arms rubbing on your face only place i wanna be in the bed where we lay our head only place i wanna be,2020.0,"['feel', 'like', 'time', 'moving', 'slow', 'motion', 'trying', 'occupy', 'mind', 'go', 'looney', 'oohooh', 'amplify', 'sound', 'drown', 'need', 'ooh', 'biting', 'nail', 'got', 'nervous', 'anxious', 'see', 'one', 'oclock', 'noon', 'felt', 'three', 'hour', 'ago', 'wanna', 'know', 'eta', 'window', 'looking', 'street', 'whats', 'distance', 'made', 'u', 'grow', 'fonder', 'another', 'honest', 'say', 'almost', 'right', 'pulling', 'gate', 'signal', 'faded', 'driving', 'canyon', 'hurry', 'sake', 'born', 'ready', 'skin', 'sweeter', 'cinnamon', 'eye', 'deeper', 'ocean', 'love', 'hard', 'want', 'end', 'gotta', 'ohohohoh', 'drop', 'pin', 'learn', 'location', 'thank', 'yes', 'le', 'five', 'minute', 'away', 'arm', 'rubbing', 'face', 'place', 'bed', 'lay', 'head']",0.049,0.829,0.122,Positive,0.122
Justin Bieber,Hard 2 Face Reality,,,justin bieber sometimes it's hard to face reality oh oh even though you might get mad at me oh oh sometimes it's hard to face reality   justin bieber don't be afraid to stand alone don't be afraid to stand outside your comfort zone i know it's hard away from home and it ain't easy all alone relationships over the phone talkin' to your significant other all night long   justin bieber sometimes it's hard to face reality oh oh even though you might get mad at me oh oh sometimes it's hard to face reality   poo bear should've been adjusted to my life had the opportunity to stay and wait for the last time now you're standin' right in front of me it hurts me to know that i lied try to protect your feelings you read in between the lines hope your heart has started healing   justin bieber sometimes it's hard to face reality oh oh even though you might get mad at me oh oh sometimes it's hard to face reality,,"['justin', 'bieber', 'sometimes', 'hard', 'face', 'reality', 'oh', 'even', 'though', 'might', 'get', 'mad', 'afraid', 'stand', 'alone', 'outside', 'comfort', 'zone', 'know', 'away', 'home', 'aint', 'easy', 'relationship', 'phone', 'talkin', 'significant', 'night', 'long', 'poo', 'bear', 'adjusted', 'life', 'opportunity', 'stay', 'wait', 'last', 'time', 'standin', 'right', 'front', 'hurt', 'lied', 'try', 'protect', 'feeling', 'read', 'line', 'hope', 'heart', 'started', 'healing']",0.162,0.773,0.065,Negative,0.162
Justin Bieber,Second Emotion,Changes,2020-02-14,justin bieber try to bite my tongue but i can't take it i got whiplash from me turnin' my head have somewhere else to go no i can't make it i'd rather take my chance with you instead do you second that emotion do you do you second that emotion do you you really got me open do you do you second that emotion do you   justin bieber high heels on heard you comin' 'fore i seent ya movies all around but you look like the feature had another meeting now my plan is to meet you got my hands out all i wanna do is reach ya all i wanna do is greet ya infatuated sorry if i stare where you posted up i wanna be there way you curved up it just ain't fair no it ain't   justin bieber try to bite my tongue but i can't take it i got whiplash from me turnin' my head have somewhere else to go no i can't make it i'd rather take my chance with you instead do you second that emotion do you do you second that emotion do you you really got me open do you do you second that emotion do you  post justin bieber  travis scott got me feeling giddy ah like la la la la yeah struck a match you got me litty like la la la la it's lit you got the keys to my city ooh like la la la la straight up do you second that emotion baby ah yeah   travis scott mmm yeah out to big boys it's lit spring her off the hitch yeah everything legit movin' like the blitz blitz crib like the ritz like the ritz so you know there's room skrrt so baby please hold up nah nah nah that was the first time she did that don't like to talk to bitch yeah just like to play the wish i know the problem is they bothered by the kid i'm tryna pop another one in oh you sent the jet out for me you tryna ball harder than me   justin bieber did i come 'cross your radar cross your mind now and later do you feel like you know me it's just a part of nature let's ask each other questions can we do each other favors would you mind the labor baby   justin bieber try to bite my tongue but i can't take it oohwee i got whiplash from me turnin' my head hey hey hey have somewhere else to go no i can't make it oohwee i'd rather take my chance with you instead do you second that emotion do you do you second that emotion do you you really got me open do you do you second that emotion do you  post justin bieber got me feeling giddy like la la la la struck a match you got me litty like la la la la you got the keys to my city like la la la la do you second that emotion baby,2020.0,"['justin', 'bieber', 'try', 'bite', 'tongue', 'cant', 'take', 'got', 'whiplash', 'turnin', 'head', 'somewhere', 'else', 'go', 'make', 'id', 'rather', 'chance', 'instead', 'second', 'emotion', 'really', 'open', 'high', 'heel', 'heard', 'comin', 'fore', 'seent', 'ya', 'movie', 'around', 'look', 'like', 'feature', 'another', 'meeting', 'plan', 'meet', 'hand', 'wanna', 'reach', 'greet', 'infatuated', 'sorry', 'stare', 'posted', 'way', 'curved', 'aint', 'fair', 'post', 'travis', 'scott', 'feeling', 'giddy', 'ah', 'la', 'yeah', 'struck', 'match', 'litty', 'lit', 'key', 'city', 'ooh', 'straight', 'baby', 'mmm', 'big', 'boy', 'spring', 'hitch', 'everything', 'legit', 'movin', 'blitz', 'crib', 'ritz', 'know', 'there', 'room', 'skrrt', 'please', 'hold', 'nah', 'first', 'time', 'talk', 'bitch', 'play', 'wish', 'problem', 'bothered', 'kid', 'im', 'tryna', 'pop', 'one', 'oh', 'sent', 'jet', 'ball', 'harder', 'come', 'cross', 'radar', 'mind', 'later', 'feel', 'part', 'nature', 'let', 'ask', 'question', 'favor', 'would', 'labor', 'oohwee', 'hey']",0.071,0.776,0.153,Positive,0.153
Justin Bieber,All Bad,Journals,2013-11-11,it's another if it ain't one thing instigators like putting fire on propane the wrong thing they be worrying about ooh you know females and how they like to run they mouths  pre wanna be wanna be just like talk like you like you you like you misery misery loves company don't let 'em change your mood   they try to get at me they try to get at me behind your back your back your back your back they tryna tell me that i'm just like the others but i ain't all bad no no i ain't all bad all bad all bad i ain't that bad all bad all bad i might make you mad so mad my bad no i ain't all bad   between us they wanna come in your worst enemy so they try to be your best friend perfect ain't saying that i am proven at least i've proven that i give a damn  pre wanna be wanna be everything i oughta be to you to you to you envy envy same thing as jealousy jealous of you that's what they do   they try to get at me they try to get at me behind your back your back your back your back they tryna tell me that i'm just like the others but i ain't all bad no no i ain't all bad all bad all bad i ain't that bad all bad all bad i might make you mad so mad my bad no i ain't all bad,2013.0,"['another', 'aint', 'one', 'thing', 'instigator', 'like', 'putting', 'fire', 'propane', 'wrong', 'worrying', 'ooh', 'know', 'female', 'run', 'mouth', 'pre', 'wanna', 'talk', 'misery', 'love', 'company', 'let', 'em', 'change', 'mood', 'try', 'get', 'behind', 'back', 'tryna', 'tell', 'im', 'others', 'bad', 'might', 'make', 'mad', 'u', 'come', 'worst', 'enemy', 'best', 'friend', 'perfect', 'saying', 'proven', 'least', 'ive', 'give', 'damn', 'everything', 'oughta', 'envy', 'jealousy', 'jealous', 'thats']",0.15,0.527,0.322,Positive,0.322
Justin Bieber,Be Alright,Believe,2012-06-15,across the ocean across the sea starting to forget the way you look at me now over the mountains across the sky need to see your face i need to look in your eyes through the storm and through the clouds bumps in the road and upside down now i know it's hard to be asleep at night    don't you worry 'cause everything's gonna be alright be alright through the sorrow and the fights don't you worry 'cause everything's gonna be alright be alright   all alone in my room waiting for your phone call to come soon for you oh i would walk a thousand miles to be in your arms holding my heart oh i oh i i love you   and everything's gonna be alright be alright through the long nights and the bright lights don't you worry 'cause everything's gonna be alright be alright   you know that i care for you i'll always be there for you i promise i'll just stay right here i know that you want me too baby we can make it through anything   cause everything's gonna be alright be alright through the sorrow and the fights don't you worry 'cause everything's gonna be alright be alright through the sorrow and the fights don't you worry everything's gonna be alright,2012.0,"['across', 'ocean', 'sea', 'starting', 'forget', 'way', 'look', 'mountain', 'sky', 'need', 'see', 'face', 'eye', 'storm', 'cloud', 'bump', 'road', 'upside', 'know', 'hard', 'asleep', 'night', 'worry', 'cause', 'everythings', 'gonna', 'alright', 'sorrow', 'fight', 'alone', 'room', 'waiting', 'phone', 'call', 'come', 'soon', 'oh', 'would', 'walk', 'thousand', 'mile', 'arm', 'holding', 'heart', 'love', 'long', 'bright', 'light', 'care', 'ill', 'always', 'promise', 'stay', 'right', 'want', 'baby', 'make', 'anything']",0.095,0.697,0.208,Positive,0.208
Justin Bieber,Get Used to It,Purpose (Deluxe),2015-11-13,subjected to my system reflecting on the days when we used to be just friends protected both our interest our trust was in a bank that's where our hearts were safe  pre and then we got closer separated from my ex so we got closer oh in every visit feelings got stronger now this is out our hands our love is here to stay   so get used to me checking in all day get used to me falling through just to see your face there ain't a moment i won't need your brace get used to me touching you get used to me loving you oh get used to it eh oh get used to it eh oh get used to it oh and oh get used to me holding you get used to me woeing you oh get used to it   and i'ma april shower you forever if i may 'til your flowers bloom in june make sure that our fireworks be your 4th of july for life as long as you stand right by my side  pre keep growing closer throughout october oh counting down it's almost christmas eve oh seven days shy of new year's eve then we'll be celebrating   so get used to me checking in all day get used to me falling through just to see your face there ain't a moment i won't need your brace get used to me touching you get used to me loving you oh get used to it eh oh get used to it eh oh get used to it oh and oh get used to me holding you get used to me woeing you oh get used to it   i ain't going nowhere i ain't going nowhere oh no i ain't going nowhere i ain't going nowhere oh no put your faith in me i'll be all you need i swear yeah yeah i'm gonna be right here yeah   so get used to me checking in all day get used to me falling through just to see your face there ain't a moment i won't need your brace get used to me touching you get used to me loving you oh get used to it eh oh get used to it eh oh get used to it oh and oh get used to me holding you get used to me woeing you oh get used to it  vamp i know you getting used to it i know you getting used to it get used to it i know you getting used to it i know you getting used to it oh get used to it,2015.0,"['subjected', 'system', 'reflecting', 'day', 'used', 'friend', 'protected', 'interest', 'trust', 'bank', 'thats', 'heart', 'safe', 'pre', 'got', 'closer', 'separated', 'ex', 'oh', 'every', 'visit', 'feeling', 'stronger', 'hand', 'love', 'stay', 'get', 'checking', 'falling', 'see', 'face', 'aint', 'moment', 'need', 'brace', 'touching', 'loving', 'eh', 'holding', 'woeing', 'ima', 'april', 'shower', 'forever', 'may', 'til', 'flower', 'bloom', 'june', 'make', 'sure', 'firework', '4th', 'july', 'life', 'long', 'stand', 'right', 'side', 'keep', 'growing', 'throughout', 'october', 'counting', 'almost', 'christmas', 'eve', 'seven', 'shy', 'new', 'year', 'well', 'celebrating', 'going', 'nowhere', 'put', 'faith', 'ill', 'swear', 'yeah', 'im', 'gonna', 'vamp', 'know', 'getting']",0.017,0.864,0.119,Positive,0.119
Justin Bieber,Trust,Purpose (Deluxe),2015-11-13,produced by the mogul   woah oh baby yeah yeah woah woah   if i believe in love and you believe in love then we could be in love somehow if you want the best for us like i want the best for us then we gotta learn to trust right now   dont let this effort go to waste put our all in it dont wanna be left with the question why lets be honest with ourselves did we really come this far just to watch it go down the drain  pre sometimes the heart can see whats invisible to the eye all you gotta do is listen to your deepest feelings they dont ever lie giving up is immature we got so much more to live for they dont wanna see us together now let's be strong enough to endure oh   if i believe in love and you believe in love then we can be in love somehow if you want the best for us like i want the best for us then we gotta learn to trust right now   growing pains come along with these changes some people get closer some people separate yeah dont think we should separate when we both adore one another youre a dream come true we should start over brand new thats what we oughta do yeah  pre yeah sometimes the heart can see whats invisible to the eye all you gotta do is listen to your deepest feelings they dont ever lie giving up is immature oh we got so much more to live for oh they dont wanna see us together now oh let's be strong enough to endure oh   if i believe in love and you believe in love then we can be in love somehow if you want the best for us like i want the best for us then we gotta learn to trust right now   trust me right now yea yea yea oh we gotta learn to trust now yea yea yea girl you gotta learn to trust me now yea yea if i believe in love like you believe in love then we could be in love if you want the best for us like i want the best for us we gotta learn to trust we gotta learn to trust yeah ohh ohh,2015.0,"['produced', 'mogul', 'woah', 'oh', 'baby', 'yeah', 'believe', 'love', 'could', 'somehow', 'want', 'best', 'u', 'like', 'gotta', 'learn', 'trust', 'right', 'dont', 'let', 'effort', 'go', 'waste', 'put', 'wanna', 'left', 'question', 'honest', 'really', 'come', 'far', 'watch', 'drain', 'pre', 'sometimes', 'heart', 'see', 'whats', 'invisible', 'eye', 'listen', 'deepest', 'feeling', 'ever', 'lie', 'giving', 'immature', 'got', 'much', 'live', 'together', 'strong', 'enough', 'endure', 'growing', 'pain', 'along', 'change', 'people', 'get', 'closer', 'separate', 'think', 'adore', 'one', 'another', 'youre', 'dream', 'true', 'start', 'brand', 'new', 'thats', 'oughta', 'yea', 'girl', 'ohh']",0.02,0.644,0.336,Positive,0.336
Justin Bieber,Recovery,Journals,2013-10-28,first i'll acknowledge all trust has been broken a successful recovery i pray for us at night bless me with a second chance never thought id see your face again learn a lot through trial and error tryna make it right make it right make it right make it right this time i'll do you right woah   i'm missing your good intentions i'm missing you from a distance hope you did the same i know that i caused a problem know that i left you livid pushed you far away learned it dont pay to lie cause i dont wanna see you cry saying nothing gets you nowhere fast i'mma hold it back inside well now that i'm back around ya nothing else really matters hope you feel the same   first i'll acknowledge all trust has been broken a successful recovery i pray for us at night bless me with a second chance never thought id see your face again learn a lot through trial and error tryna make it right make it right make it right make it right this time i'll do you right woah   i'm going through old emotions tryna find a reason that we ended that way nothing in life is perfect we'll be changing like the seasons that's what they used to say if it's going to sleep alone at night i dont wanna close my eyes wanna give you all i have to give no more holding back this time well now that i'm back around ya nothing around me matters hope you feel the same   first i'll acknowledge all trust has been broken a successful recovery i pray for us at night bless me with a second chance never thought id see your face again learn a lot through trial and error tryna make it right make it right make it right make it right this time i'll do you right woah    you know i'mma do you right you know i'mma do you right you know i'mma do you right you know i'mma do you right i'mma do you right you know i'mma do you right,2013.0,"['first', 'ill', 'acknowledge', 'trust', 'broken', 'successful', 'recovery', 'pray', 'u', 'night', 'bless', 'second', 'chance', 'never', 'thought', 'id', 'see', 'face', 'learn', 'lot', 'trial', 'error', 'tryna', 'make', 'right', 'time', 'woah', 'im', 'missing', 'good', 'intention', 'distance', 'hope', 'know', 'caused', 'problem', 'left', 'livid', 'pushed', 'far', 'away', 'learned', 'dont', 'pay', 'lie', 'cause', 'wanna', 'cry', 'saying', 'nothing', 'get', 'nowhere', 'fast', 'imma', 'hold', 'back', 'inside', 'well', 'around', 'ya', 'else', 'really', 'matter', 'feel', 'going', 'old', 'emotion', 'find', 'reason', 'ended', 'way', 'life', 'perfect', 'changing', 'like', 'season', 'thats', 'used', 'say', 'sleep', 'alone', 'close', 'eye', 'give', 'holding']",0.095,0.738,0.166,Positive,0.166
Justin Bieber,Confirmation,Changes,2020-02-14,ain't nobody got no patience want what they want right now one more time   ain't nobody got no patience want what they want right now ain't no need in being so anxious i can hear your heart beating out loud  pre quit acting like we're in a race beggin' me you know i'm on the way over take a moment to cherish this space so quick to move forward no pressure   and we got the rest got the rest got the rest of our lives we got the rest got the rest got the rest of our lives all you ever really want all you ever really need is at home we got the rest got the rest got the rest of our lives  post ohohohohohoh ohohoh ohohohoh ohohohohohoh ohohoh ohohohoh   look at how it's all unfolding yeah persistence at its finest like you wanted in before the door was open instead of lettin' what's scripted play out  pre quit acting like we're in a race beggin' me you know i'm on the way over take a moment to cherish this space so quick to move forward no pressure   and we've got the rest hey hey got the rest got the rest of our lives we got the rest ohooh got the rest got the rest of our lives all you ever really want all you ever really need is at home yeah we've got the rest got the rest got the rest of our lives  post ohohohohohoh ohohoh ohohohoh ohohohohohoh ohohoh ohohohoh,2020.0,"['aint', 'nobody', 'got', 'patience', 'want', 'right', 'one', 'time', 'need', 'anxious', 'hear', 'heart', 'beating', 'loud', 'pre', 'quit', 'acting', 'like', 'were', 'race', 'beggin', 'know', 'im', 'way', 'take', 'moment', 'cherish', 'space', 'quick', 'move', 'forward', 'pressure', 'rest', 'life', 'ever', 'really', 'home', 'post', 'ohohohohohoh', 'ohohoh', 'ohohohoh', 'look', 'unfolding', 'yeah', 'persistence', 'finest', 'wanted', 'door', 'open', 'instead', 'lettin', 'whats', 'scripted', 'play', 'weve', 'hey', 'ohooh']",0.037,0.828,0.135,Positive,0.135
Justin Bieber,Fall,Believe,2012-06-15,well let me tell you a story about a girl and a boy he fell in love with his best friend when she's around he feels nothing but joy but she was already broken and it made her blind but she could never believe that love would ever treat her right  pre  but did you know that i loved you or were you not aware you're the smile on my face and i ain't going nowhere i'm here to make you happy i'm here to see you smile i've been wanting to tell you this for a long while   what's gonna make you fall in love i know you got your wall wrapped all the way around your heart don't have to be scared at all oh my love but you can't fly unless you let your you can't fly unless you let yourself fall   well i can tell you're afraid of what this might do cause we got such an amazing friendship and that you don't wanna lose well i don't wanna lose it either and i don't think i can stand sitting around while you're hurting babe so take my hand  pre  well did you know you're an angel who forgot how to fly did you know that it breaks my heart every time to see you cry cause i know that a piece of yous gone every time you done wrong i'm the shoulder you're crying on and i hope by the time that i'm done with this song i'll have figured out   what's gonna make you fall in love i know you got your wall wrapped all the way around your heart don't have to be scared at all oh my love my love but you can't fly unless you let your you can't fly unless you let yourself fall   i will catch you if you fall i will catch you if you fall i will catch you if you fall but if you spread your wings you can fly away with me but you can't fly unless you let your you cant fly unless you let yourself fall   what's gonna make you fall in love i know you got your wall wrapped all the way around your heart don't have to be scared at all oh my love my love but you can't fly unless you let your you can't fly unless you let yourself fall what's gonna make you fall in love in love i know you got your wall wrapped all the way around your heart don't have to be scared at all don't have to be scared don't have to be scared oh my love but you can't fly unless you let your you can't fly unless you let yourself fall   justin bieber i will catch you if you fall i will catch you if you fall i will catch you if you fall but if you spread your wings you can fly away with me but you can't fly unless you listen  let yourself fall,2012.0,"['well', 'let', 'tell', 'story', 'girl', 'boy', 'fell', 'love', 'best', 'friend', 'around', 'feel', 'nothing', 'joy', 'already', 'broken', 'made', 'blind', 'could', 'never', 'believe', 'would', 'ever', 'treat', 'right', 'pre', 'know', 'loved', 'aware', 'smile', 'face', 'aint', 'going', 'nowhere', 'im', 'make', 'happy', 'see', 'ive', 'wanting', 'long', 'whats', 'gonna', 'fall', 'got', 'wall', 'wrapped', 'way', 'heart', 'scared', 'oh', 'cant', 'fly', 'unless', 'afraid', 'might', 'cause', 'amazing', 'friendship', 'wanna', 'lose', 'either', 'think', 'stand', 'sitting', 'hurting', 'babe', 'take', 'hand', 'angel', 'forgot', 'break', 'every', 'time', 'cry', 'piece', 'yous', 'gone', 'done', 'wrong', 'shoulder', 'hope', 'song', 'ill', 'figured', 'catch', 'spread', 'wing', 'away', 'justin', 'bieber', 'listen']",0.082,0.709,0.209,Positive,0.209
Justin Bieber,Running Over,Changes,2020-02-14,justin bieber from the beginning it was ending we were emotionally pending jeopardy second guessing got all the questions to my answers   justin bieber keep runnin' over me with your lovin' i'm only right here for your consumption keep runnin' over me with your lovin' lookin' like it's turnin' into something   justin bieber wednesday it feel like a tuesday when you met me i remember it like it was yesterday you just said hello i lost my sanity thought you was lookin' through me then you made me laugh with personality when you said goodbye that was a tragedy had to get a lesson in anatomy you just ran me over look out watch out got me on the defense thought love at first sight was just a false pretense took my hat off made me pledge allegiance everything was in divine sequence   justin bieber keep runnin' over me with your lovin' i'm only right here for your consumption keep runnin' over me with your lovin' lookin' like it's turnin' into something  post justin bieber better that than turnin' into nothing wayoh wayoh ain't no interruptin' this eruption wayoh wayoh   lil dicky ld uh i believe in love girl you got my hopes all up when i left you when i met you i called mom and told her 'bout it i got all up on your ig and was scrollin' down for hours i got back to 05 and you started lookin' young so i stopped ooh post intercourse when you walk by ass ass ass more buns than a shop rite woah and you wanna sleep over my crib let me go and get you a soft tshirt here soft tee what are our kids gonna be like hmm what is your skin routine like girl just run around bed with me i'll flirt with you all cleverly i'll lock you down pat beverley i'll kiss your breasts all tenderly what's up breast how you so hot and cute how i wanna make a language up with you you're already drivin' me crazy so just   justin bieber keep runnin' over me with your lovin' i'm only right here for your consumption keep runnin' over me with your lovin' lookin' like it's turnin' into something  post justin bieber better that than turnin' into nothing  wayoh wayoh ain't no interruptin' this eruption  wayoh wayoh,2020.0,"['justin', 'bieber', 'beginning', 'ending', 'emotionally', 'pending', 'jeopardy', 'second', 'guessing', 'got', 'question', 'answer', 'keep', 'runnin', 'lovin', 'im', 'right', 'consumption', 'lookin', 'like', 'turnin', 'something', 'wednesday', 'feel', 'tuesday', 'met', 'remember', 'yesterday', 'said', 'hello', 'lost', 'sanity', 'thought', 'made', 'laugh', 'personality', 'goodbye', 'tragedy', 'get', 'lesson', 'anatomy', 'ran', 'look', 'watch', 'defense', 'love', 'first', 'sight', 'false', 'pretense', 'took', 'hat', 'pledge', 'allegiance', 'everything', 'divine', 'sequence', 'post', 'better', 'nothing', 'wayoh', 'aint', 'interruptin', 'eruption', 'lil', 'dicky', 'ld', 'uh', 'believe', 'girl', 'hope', 'left', 'called', 'mom', 'told', 'bout', 'ig', 'scrollin', 'hour', 'back', '05', 'started', 'young', 'stopped', 'ooh', 'intercourse', 'walk', 'as', 'bun', 'shop', 'rite', 'woah', 'wanna', 'sleep', 'crib', 'let', 'go', 'soft', 'tshirt', 'tee', 'kid', 'gonna', 'hmm', 'skin', 'routine', 'run', 'around', 'bed', 'ill', 'flirt', 'cleverly', 'lock', 'pat', 'beverley', 'kiss', 'breast', 'tenderly', 'whats', 'hot', 'cute', 'make', 'language', 'already', 'drivin', 'crazy']",0.058,0.805,0.137,Positive,0.137
Justin Bieber,Children,Purpose (Deluxe),2015-11-13,produced by skrillex  verse what about the children look at all the children we can change what about a vision be a visionary for a change we're the generation who's gonna be the one to fight for it we're the inspiration do you believe enough to die for it   who's got the heart who's got it whose heart is the biggest wear it on your sleeve bet we can make a difference who's got the heart who's got it whose heart is the biggest wear it on your sleeve bet we can make a difference oh yeah  who's got the heart oh yeah  verse what about the children look at all the children we can change what about a vision be a visionary for a change we're the generation who's gonna be the one to fight for it we're the inspiration do you believe enough to die for it   who's got the heart who's got it whose heart is the biggest wear it on your sleeve bet we can make a difference who's got the heart who's got it whose heart is the biggest wear it on your sleeve bet we can make a difference bet we can make a difference oh yeah  who's got the heart oh yeah oh yeah oh yeah,2015.0,"['produced', 'skrillex', 'verse', 'child', 'look', 'change', 'vision', 'visionary', 'were', 'generation', 'who', 'gonna', 'one', 'fight', 'inspiration', 'believe', 'enough', 'die', 'got', 'heart', 'whose', 'biggest', 'wear', 'sleeve', 'bet', 'make', 'difference', 'oh', 'yeah']",0.057,0.809,0.134,Positive,0.134
Justin Bieber,All In It,Purpose (Deluxe),2015-11-13,don't do nothin' 'less your heart's in it heart's in it heart's in it don't do nothin' 'less you're all in it all in it all in it   if you got a twenty for all of your tries twenty for all of the times the times you got back up woah could be a billionaire in a year that's how you gotta think 'til you're there on the regular  pre if you had a diamond for all of your passion diamond for your dedication you could be icy like caking icy for every occasion gotta go hard yeah that's all i'm condoning love is a component youre the only opponent gotta seize the moment   and don't do nothin' 'less your heart's in it heart's in it heart's in it don't do nothin' 'less you're all in it all in it all in it come again each time 'til the water runs dry oh don't do nothin' 'less you're all in it all in it all in it  posthook oh oh oh oh oh oh oh   if i had a  missing 5 strings a  with only one string i could only play one song ooh a simple melody simple enough to make the world sing strong enough to make your mood swing you know what i mean  pre if you had a diamond for all of your passion diamond for your dedication you could be icy like caking icy for every occasion gotta go hard yeah that's all i'm condoning love is a component you're the only opponent gotta seize the moment   and don't do nothin' 'less your heart's in it heart's in it heart's in it don't do nothin' 'less you're all in it all in it all in it come again each time 'til the water runs dry don't do nothin' 'less you're all in it all in it all in it  posthook oh oh oh oh oh oh oh  all in it all in it  vamp see growing up i i always felt like i had to be the best at everything cause i i just didn't think i was good enough and and maybe if i was good at something that i'd get recognition from that but i quickly found out that i wasn't gonna get the recognition that i wanted or that i needed because because people aren't perfect and by not being perfect you sometimes can disappoint people and with god it's like he's perfect and he never disappoints so i just get my recognition from him and give him recognition,2015.0,"['nothin', 'le', 'heart', 'got', 'twenty', 'try', 'time', 'back', 'woah', 'could', 'billionaire', 'year', 'thats', 'gotta', 'think', 'til', 'regular', 'pre', 'diamond', 'passion', 'dedication', 'icy', 'like', 'caking', 'every', 'occasion', 'go', 'hard', 'yeah', 'im', 'condoning', 'love', 'component', 'youre', 'opponent', 'seize', 'moment', 'come', 'water', 'run', 'dry', 'oh', 'posthook', 'missing', '5', 'string', 'one', 'play', 'song', 'ooh', 'simple', 'melody', 'enough', 'make', 'world', 'sing', 'strong', 'mood', 'swing', 'know', 'mean', 'vamp', 'see', 'growing', 'always', 'felt', 'best', 'everything', 'cause', 'good', 'maybe', 'something', 'id', 'get', 'recognition', 'quickly', 'found', 'gonna', 'wanted', 'needed', 'people', 'perfect', 'sometimes', 'disappoint', 'god', 'he', 'never', 'disappoints', 'give']",0.053,0.853,0.094,Positive,0.094
