Artist,Title,Album,Date,Lyric,Year,words,negative,neutral,positive,dominant_sentiment,dominant_sentiment_score
Taylor Swift,Style,1989,2014-10-27,midnight you come and pick me up no headlights long drive could end in burning flames or paradise fade into view oh it's been a while since i have even heard from you heard from you and i should just tell you to leave 'cause i know exactly where it leads but i watch us go 'round and 'round each time   you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time 'cause we never go out of style we never go out of style you got that long hair slicked back white tshirt and i got that good girl faith and a tight little skirt and when we go crashing down we come back every time 'cause we never go out of style we never go out of style   so it goes he can't keep his wild eyes on the road mmm takes me home the lights are off he's taking off his coat mmm yeah i say i heard oh that you've been out and about with some other girl some other girl he says what you heard is true but i can't stop thinking 'bout you and i i said i've been there too a few times   'cause you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down we come back every time 'cause we never go out of style we never go out of style you got that long hair slicked back white tshirt and i got that good girl faith and a tight little skirt a tight little skirt and when we go crashing down we come back every time 'cause we never go out of style we never go we never go we never go out of style   take me home just take me home yeah just take me home ohoh whoaoh oh out of style   oh you got that james dean daydream look in your eye and i got that red lip classic thing that you like and when we go crashing down and when we go we come back every time 'cause we never go out of style we never go out of style,2014.0,"['midnight', 'come', 'pick', 'headlight', 'long', 'drive', 'could', 'end', 'burning', 'flame', 'paradise', 'fade', 'view', 'oh', 'since', 'even', 'heard', 'tell', 'leave', 'cause', 'know', 'exactly', 'lead', 'watch', 'u', 'go', 'round', 'time', 'got', 'james', 'dean', 'daydream', 'look', 'eye', 'red', 'lip', 'classic', 'thing', 'like', 'crashing', 'back', 'every', 'never', 'style', 'hair', 'slicked', 'white', 'tshirt', 'good', 'girl', 'faith', 'tight', 'little', 'skirt', 'cant', 'keep', 'wild', 'road', 'mmm', 'take', 'home', 'light', 'he', 'taking', 'coat', 'yeah', 'say', 'true', 'stop', 'thinking', 'bout', 'said', 'ive', 'ohoh', 'whoaoh']",0.007,0.895,0.098,Positive,0.098
Taylor Swift,​seven,folklore,2020-07-24,please picture me in the trees i hit my peak at seven feet in the swing over the creek i was too scared to jump in but i i was high in the sky with pennsylvania under me are there still beautiful things   sweet tea in the summer cross your heart won't tell no other and though i cant recall your face i still got love for you your braids like a pattern love you to the moon and to saturn passed down like folk songs the love lasts so long   and i've been meaning to tell you i think your house is haunted your dad is always mad and that must be why and i think you should come live with me and we can be pirates then you won't have to cry or hide in the closet and just like a folk song our love will be passed on   please picture me in the weeds before i learned civility i used to scream ferociously any time i wanted i i   sweet tea in the summer cross my heart wont tell no other and though i can't recall your face i still got love for you pack your dolls and a sweater we'll move to india forever passed down like folk songs our love lasts so long,2020.0,"['please', 'picture', 'tree', 'hit', 'peak', 'seven', 'foot', 'swing', 'creek', 'scared', 'jump', 'high', 'sky', 'pennsylvania', 'still', 'beautiful', 'thing', 'sweet', 'tea', 'summer', 'cross', 'heart', 'tell', 'though', 'cant', 'recall', 'face', 'got', 'love', 'braid', 'like', 'pattern', 'moon', 'saturn', 'passed', 'folk', 'song', 'last', 'long', 'ive', 'meaning', 'think', 'house', 'haunted', 'dad', 'always', 'mad', 'must', 'come', 'live', 'pirate', 'cry', 'hide', 'closet', 'weed', 'learned', 'civility', 'used', 'scream', 'ferociously', 'time', 'wanted', 'wont', 'pack', 'doll', 'sweater', 'well', 'move', 'india', 'forever']",0.069,0.656,0.275,Positive,0.275
Taylor Swift,​illicit affairs,folklore,2020-07-24,make sure nobody sees you leave hood over your head keep your eyes down tell your friends you're out for a run youll be flushed when you return take the road less traveled by tell yourself you can always stop what started in beautiful rooms ends with meetings in parking lots   and that's the thing about illicit affairs and clandestine meetings and longing stares it's born from just one single glance but it dies and it dies and it dies a million little times   leave the perfume on the shelf that you picked out just for him so you leave no trace behind like you dont even exist take the words for what they are a dwindling mercurial high a drug that only worked the first few hundred times   and that's the thing about illicit affairs and clandestine meetings and stolen stares they show their truth one single time but they lie and they lie and they lie a million little times   and you wanna scream don't call me kid don't call me baby look at this godforsaken mess that you made me you showed me colors you know i can't see with anyone else don't call me kid don't call me baby look at this idiotic fool that you made me you taught me a secret language i can't speak with anyone else   and you know damn well for you i would ruin myself a million little times,2020.0,"['make', 'sure', 'nobody', 'see', 'leave', 'hood', 'head', 'keep', 'eye', 'tell', 'friend', 'run', 'youll', 'flushed', 'return', 'take', 'road', 'le', 'traveled', 'always', 'stop', 'started', 'beautiful', 'room', 'end', 'meeting', 'parking', 'lot', 'thats', 'thing', 'illicit', 'affair', 'clandestine', 'longing', 'stare', 'born', 'one', 'single', 'glance', 'dy', 'million', 'little', 'time', 'perfume', 'shelf', 'picked', 'trace', 'behind', 'like', 'dont', 'even', 'exist', 'word', 'dwindling', 'mercurial', 'high', 'drug', 'worked', 'first', 'hundred', 'stolen', 'show', 'truth', 'lie', 'wanna', 'scream', 'call', 'kid', 'baby', 'look', 'godforsaken', 'mess', 'made', 'showed', 'color', 'know', 'cant', 'anyone', 'else', 'idiotic', 'fool', 'taught', 'secret', 'language', 'speak', 'damn', 'well', 'would', 'ruin']",0.148,0.795,0.057,Negative,0.148
Taylor Swift,​this is me trying,folklore,2020-07-24,i've been having a hard time adjusting i had the shiniest wheels now they're rusting i didn't know if you'd care if i came back i have a lot of regrets about that pulled the car off the road to the lookout could've followed my fears all the way down and maybe i don't quite know what to say but i'm here in your doorway   i just wanted you to know that this is me trying i just wanted you to know that this is me trying   they told me all of my cages were mental so i got wasted like all my potential and my words shoot to kill when i'm mad i have a lot of regrets about that i was so ahead of the curve the curve became a sphere fell behind all my classmates and i ended up here pouring out my heart to a stranger but i didn't pour the whiskey   i just wanted you to know that this is me trying i just wanted you to know that this is me trying  post at least i'm trying   and it's hard to be at a party when i feel like an open wound it's hard to be anywhere these days when all i want is you you're a flashback in a film reel on the one screen in my town   and i just wanted you to know that this is me trying and maybe i don't quite know what to say i just wanted you to know that this is me trying   at least i'm trying,2020.0,"['ive', 'hard', 'time', 'adjusting', 'shiniest', 'wheel', 'theyre', 'rusting', 'know', 'care', 'came', 'back', 'lot', 'regret', 'pulled', 'car', 'road', 'lookout', 'couldve', 'followed', 'fear', 'way', 'maybe', 'quite', 'say', 'im', 'doorway', 'wanted', 'trying', 'told', 'cage', 'mental', 'got', 'wasted', 'like', 'potential', 'word', 'shoot', 'kill', 'mad', 'ahead', 'curve', 'became', 'sphere', 'fell', 'behind', 'classmate', 'ended', 'pouring', 'heart', 'stranger', 'pour', 'whiskey', 'post', 'least', 'party', 'feel', 'open', 'wound', 'anywhere', 'day', 'want', 'flashback', 'film', 'reel', 'one', 'screen', 'town']",0.114,0.832,0.055,Negative,0.114
Taylor Swift,Gorgeous,reputation,2017-10-20,gorgeous   you should take it as a compliment that i got drunk and made fun of the way you talk you should think about the consequence of your magnetic field being a little too strong and i got a boyfriend he's older than us he's in the club doin' i don't know what you're so cool it makes me hate you so much i hate you so much  pre  whisky on ice sunset and vine you've ruined my life by not being mine   you're so gorgeous i can't say anything to your face 'cause look at your face gorgeous and i'm so furious at you for making me feel this way but what can i say you're gorgeous   you should take it as a compliment that i'm talking to everyone here but you but you but you and you should think about the consequence of you touching my hand in a darkened room dark room dark room if you've got a girlfriend i'm jealous of her but if you're single that's honestly worse 'cause you're so gorgeous it actually hurts honey it hurts  pre  ocean blue eyes looking in mine i feel like i might sink and drown and die   you're so gorgeous i can't say anything to your face to your face 'cause look at your face look at your face gorgeous and i'm so furious at you for making me feel this way feel this way but what can i say you're gorgeous   you make me so happy it turns back to sad there's nothing i hate more than what i can't have and you are so gorgeous it makes me so mad mmh you make me so happy it turns back to sad yeah there's nothing i hate more than what i can't have and guess i'll just stumble on home to my cats yeugh alone unless you wanna come along oh   you're so gorgeous i can't say anything to your face to your face 'cause look at your face look at your face gorgeous and i'm so furious i'm so furious at you for making me feel this way feel this way but what can i say i say you're gorgeous   you make me so happy it turns back to sad yeah there's nothing i hate more than what i can't have and you are so gorgeous it makes me so mad mmh you're gorgeous you make me so happy it turns back to sad it turns back to sad there's nothing i hate more than what i can't have what i can have you are so gorgeous it makes me so mad mmh you're gorgeous,2017.0,"['gorgeous', 'take', 'compliment', 'got', 'drunk', 'made', 'fun', 'way', 'talk', 'think', 'consequence', 'magnetic', 'field', 'little', 'strong', 'boyfriend', 'he', 'older', 'u', 'club', 'doin', 'know', 'cool', 'make', 'hate', 'much', 'pre', 'whisky', 'ice', 'sunset', 'vine', 'ruined', 'life', 'mine', 'cant', 'say', 'anything', 'face', 'cause', 'look', 'im', 'furious', 'making', 'feel', 'talking', 'everyone', 'touching', 'hand', 'darkened', 'room', 'dark', 'girlfriend', 'jealous', 'single', 'thats', 'honestly', 'worse', 'actually', 'hurt', 'honey', 'ocean', 'blue', 'eye', 'looking', 'like', 'might', 'sink', 'drown', 'die', 'happy', 'turn', 'back', 'sad', 'there', 'nothing', 'mad', 'mmh', 'yeah', 'guess', 'ill', 'stumble', 'home', 'cat', 'yeugh', 'alone', 'unless', 'wanna', 'come', 'along', 'oh']",0.195,0.585,0.22,Positive,0.22
Taylor Swift,​evermore,evermore,2020-12-11,taylor swift gray november i've been down since july motion capture put me in a bad light i replay my footsteps on each stepping stone trying to find the one where i went wrong writing letters addressed to the fire   taylor swift and i was catching my breath staring out an open window catching my death and i couldn't be sure i had a feeling so peculiar that this pain would be for evermore   taylor swift hey december guess i'm feeling unmoored can't remember what i used to fight for i rewind thе tape but all it does is pause on thе very moment all was lost sending signals to be doublecrossed   taylor swift  justin vernon and i was catching my breath barefoot in the wildest winter catching my death and i couldn't be sure i had a feeling so peculiar that this pain would be for evermore evermore    justin vernon can't not think of all the cost and the things that will be lost oh can we just get a pause to be certain we'll be tall again whether weather be the frost or the violence of the dog days i'm on waves out being tossed is there a line that i could just go cross    taylor swift  justin vernon and when i was shipwrecked can't think of all the cost i thought of you all the things that will be lost now in the cracks of light can we just get a pause i dreamed of you to be certain we'll be tall again if you think of all the costs it was real enough whether weather be the frost to get me through or the violence of the dog days or the violence of the dog days out on waves being tossed i'm on waves out being tossed i swear is there a line that we can just go cross you were there   taylor swift  justin vernon and i was catching my breath floors of a cabin creaking under my step and i couldn't be sure i had a feeling so peculiar this pain wouldn't be for evermore evermore evermore this pain wouldn't be for evermore evermore,2020.0,"['taylor', 'swift', 'gray', 'november', 'ive', 'since', 'july', 'motion', 'capture', 'put', 'bad', 'light', 'replay', 'footstep', 'stepping', 'stone', 'trying', 'find', 'one', 'went', 'wrong', 'writing', 'letter', 'addressed', 'fire', 'catching', 'breath', 'staring', 'open', 'window', 'death', 'sure', 'feeling', 'peculiar', 'pain', 'would', 'evermore', 'hey', 'december', 'guess', 'im', 'unmoored', 'cant', 'remember', 'used', 'fight', 'rewind', 'thе', 'tape', 'pause', 'moment', 'lost', 'sending', 'signal', 'doublecrossed', 'justin', 'vernon', 'barefoot', 'wildest', 'winter', 'think', 'cost', 'thing', 'oh', 'get', 'certain', 'well', 'tall', 'whether', 'weather', 'frost', 'violence', 'dog', 'day', 'wave', 'tossed', 'line', 'could', 'go', 'cross', 'shipwrecked', 'thought', 'crack', 'dreamed', 'real', 'enough', 'swear', 'floor', 'cabin', 'creaking', 'step']",0.165,0.761,0.074,Negative,0.165
Taylor Swift,​peace,folklore,2020-07-24,our comingofage has come and gone suddenly this summer it's clear i never had the courage of my convictions as long as danger is near and it's just around the corner darlin' 'cause it lives in me no i could never give you peace   but i'm a fire and i'll keep your brittle heart warm if your cascade ocean wave blues come all these people think love's for show but i would die for you in secret the devil's in the details but you got a friend in me would it be enough if i could never give you peace   your integrity makes me seem small you paint dreamscapes on the wall i talk shit with my friends it's like i'm wasting your honor and you know that i'd swing with you for the fences sit with you in the trenches give you my wild give you a child give you the silence that only comes when two people understand each other family that i chose now that i see your brother as my brother is it enough but there's robbers to the east clowns to the west i'd give you my sunshine give you my best but the rain is always gonna come if you're standin' with me   but i'm a fire and i'll keep your brittle heart warm if your cascade ocean wave blues come all these people think love's for show but i would die for you in secret the devil's in the details but you got a friend in me would it be enough if i could never give you peace would it be enough if i could never give you peace would it be enough if i could never give you peace,2020.0,"['comingofage', 'come', 'gone', 'suddenly', 'summer', 'clear', 'never', 'courage', 'conviction', 'long', 'danger', 'near', 'around', 'corner', 'darlin', 'cause', 'life', 'could', 'give', 'peace', 'im', 'fire', 'ill', 'keep', 'brittle', 'heart', 'warm', 'cascade', 'ocean', 'wave', 'blue', 'people', 'think', 'love', 'show', 'would', 'die', 'secret', 'devil', 'detail', 'got', 'friend', 'enough', 'integrity', 'make', 'seem', 'small', 'paint', 'dreamscapes', 'wall', 'talk', 'shit', 'like', 'wasting', 'honor', 'know', 'id', 'swing', 'fence', 'sit', 'trench', 'wild', 'child', 'silence', 'two', 'understand', 'family', 'chose', 'see', 'brother', 'there', 'robber', 'east', 'clown', 'west', 'sunshine', 'best', 'rain', 'always', 'gonna', 'standin']",0.144,0.736,0.121,Negative,0.144
Taylor Swift,​mad woman,folklore,2020-07-24,what did you think i'd say to that does a scorpion sting when fighting back they strike to kill and you know i will you know i will what do you sing on your drive home do you see my face in the neighbor's lawn does she smile or does she mouth fuck you forever  pre every time you call me crazy i get more crazy what about that and when you say i seem angry i get more angry   and there's nothing like a mad woman what a shame she went mad no one likes a mad woman you made her like that and you'll poke that bear 'til her claws come out and you find something to wrap your noose around and there's nothing like a mad woman   now i breathe flames each time i talk my cannons all firin' at your yacht they say move on but you know i won't and women like hunting witches too doing your dirtiest work for you it's obvious that wanting me dead has really brought you two together  pre every time you call me crazy i get more crazy what about that and when you say i seem angry i get more angry   and there's nothing like a mad woman what a shame she went mad no one likes a mad woman you made her like that and you'll poke that bear 'til her claws come out and you find something to wrap your noose around and there's nothing like a mad woman   i'm taking my time taking my time 'cause you took everything from me watching you climb watching you climb over people like me the master of spin has a couple side flings good wives always know she should be mad should be scathing like me but   no one likes a mad woman what a shame she went mad you made her like that,2020.0,"['think', 'id', 'say', 'scorpion', 'sting', 'fighting', 'back', 'strike', 'kill', 'know', 'sing', 'drive', 'home', 'see', 'face', 'neighbor', 'lawn', 'smile', 'mouth', 'fuck', 'forever', 'pre', 'every', 'time', 'call', 'crazy', 'get', 'seem', 'angry', 'there', 'nothing', 'like', 'mad', 'woman', 'shame', 'went', 'one', 'made', 'poke', 'bear', 'til', 'claw', 'come', 'find', 'something', 'wrap', 'noose', 'around', 'breathe', 'flame', 'talk', 'cannon', 'firin', 'yacht', 'move', 'hunting', 'witch', 'dirtiest', 'work', 'obvious', 'wanting', 'dead', 'really', 'brought', 'two', 'together', 'im', 'taking', 'cause', 'took', 'everything', 'watching', 'climb', 'people', 'master', 'spin', 'couple', 'side', 'fling', 'good', 'wife', 'always', 'scathing']",0.219,0.658,0.123,Negative,0.219
Taylor Swift,The Man,Lover,2019-08-23,i would be complex i would be cool they'd say i played the field before i found someone to commit to and that would be okay for me to do every conquest i had made would make me more of a boss to you  pre id be a fearless leader i'd be an alpha type when everyone believes ya what's that like   im so sick of running as fast as i can wondering if i'd get there quicker if i was a man and i'm so sick of them coming at me again 'cause if i was a man then i'd be the man i'd be the man i'd be the man   they'd say i hustled put in the work they wouldnt shake their heads and question how much of this i deserve what i was wearing if i was rude could all be separated from my good ideas and power moves  pre and they would toast to me oh let the players play id be just like leo in sainttropez   i'm so sick of running as fast as i can wondering if id get there quicker if i was a man and i'm so sick of them coming at me again 'cause if i was a man then i'd be the man id be the man i'd be the man   what's it like to brag about raking in dollars and getting bitches and models and it's all good if you're bad and it's okay if you're mad if i was out flashing my dollars i'd be a bitch not a baller they'd paint me out to be bad so it's okay that i'm mad   i'm so sick of running as fast as i can wondering if i'd get there quicker if i was a man you know that and i'm so sick of them coming at me again coming at me again 'cause if i was a man if i was a man then i'd be the man then i'd be the man i'm so sick of running as fast as i can as fast as i can wondering if i'd get there quicker if i was a man hey and i'm so sick of them coming at me again coming at me again 'cause if i was a man if i was a man then i'd be the man i'd be the man i'd be the man oh i'd be the man yeah i'd be the man i'd be the man   if i was a man then i'd be the man,2019.0,"['would', 'complex', 'cool', 'theyd', 'say', 'played', 'field', 'found', 'someone', 'commit', 'okay', 'every', 'conquest', 'made', 'make', 'bos', 'pre', 'id', 'fearless', 'leader', 'alpha', 'type', 'everyone', 'belief', 'ya', 'whats', 'like', 'im', 'sick', 'running', 'fast', 'wondering', 'get', 'quicker', 'man', 'coming', 'cause', 'hustled', 'put', 'work', 'wouldnt', 'shake', 'head', 'question', 'much', 'deserve', 'wearing', 'rude', 'could', 'separated', 'good', 'idea', 'power', 'move', 'toast', 'oh', 'let', 'player', 'play', 'leo', 'sainttropez', 'brag', 'raking', 'dollar', 'getting', 'bitch', 'model', 'bad', 'mad', 'flashing', 'baller', 'paint', 'know', 'hey', 'yeah']",0.12,0.8,0.079,Negative,0.12
Taylor Swift,​mirrorball,folklore,2020-07-24,i want you to know i'm a mirrorball i'll show you every version of yourself tonight i'll get you out on the floor shimmering beautiful and when i break it's in a million pieces   hush when no one is around my dear you'll find me on my tallest tiptoes spinning in my highest heels love shining just for you hush i know they said the end is near but i'm still on my tallest tiptoes spinning in my highest heels love shining just for you   i want you to know i'm a mirrorball i can change everything about me to fit in you are not like the regulars the masquerade revelers drunk as they watch my shattered edges glisten   hush when no one is around my dear you'll find me on my tallest tiptoes spinning in my highest heels love shining just for you hush i know they said the end is near but i'm still on my tallest tiptoes spinning in my highest heels love shining just for you   and they called off the circus burned the disco down when they sent home the horses and the rodeo clowns i'm still on that tightrope i'm still trying everything to get you laughing at me and i'm still a believer but i don't know why i've never been a natural all i do is try try try i'm still on that trapeze i'm still trying everything to keep you looking at me   because i'm a mirrorball i'm a mirrorball and i'll show you every version of yourself tonight,2020.0,"['want', 'know', 'im', 'mirrorball', 'ill', 'show', 'every', 'version', 'tonight', 'get', 'floor', 'shimmering', 'beautiful', 'break', 'million', 'piece', 'hush', 'one', 'around', 'dear', 'find', 'tallest', 'tiptoe', 'spinning', 'highest', 'heel', 'love', 'shining', 'said', 'end', 'near', 'still', 'change', 'everything', 'fit', 'like', 'regular', 'masquerade', 'reveler', 'drunk', 'watch', 'shattered', 'edge', 'glisten', 'called', 'circus', 'burned', 'disco', 'sent', 'home', 'horse', 'rodeo', 'clown', 'tightrope', 'trying', 'laughing', 'believer', 'ive', 'never', 'natural', 'try', 'trapeze', 'keep', 'looking']",0.061,0.81,0.13,Positive,0.13
Taylor Swift,Don’t Blame Me,reputation,2017-11-10,don't blame me love made me crazy if it doesn't you ain't doin' it right lord save me my drug is my baby i'll be usin' for the rest of my life   i've been breakin' hearts a long time and toyin' with them older guys just playthings for me to use something happened for the first time in the darkest little paradise shakin' pacin' i just need you  pre for you i would cross the line i would waste my time i would lose my mind they say she's gone too far this time   don't blame me love made me crazy if it doesn't you ain't doin' it right lord save me my drug is my baby i'll be usin' for the rest of my life don't blame me love made me crazy if it doesn't you ain't doin' it right oh lord save me my drug is my baby i'll be usin' for the rest of my life   my name is whatever you decide and i'm just gonna call you mine i'm insane but i'm your baby your baby echoes of your name inside my mind halo hiding my obsession i once was poison ivy but now i'm your daisy  pre  and baby for you i would fall from grace just to touch your face if you walk away i'd beg you on my knees to stay   don't blame me love made me crazy if it doesn't you ain't doin' it right lord save me my drug is my baby i'll be usin' for the rest of my life don't blame me love made me crazy if it doesn't you ain't doin' it right oh lord save me my drug is my baby i'll be usin' for the rest of my life   i get so high oh every time you're every time you're lovin' me you're lovin' me trip of my life oh every time you're every time you're touchin' me you're touchin' me every time you're every time you're lovin' me oh lord save me my drug is my baby i'll be usin' for the rest of my life usin' for the rest of my life ohwhoahohoh   don't blame me love made me crazy if it doesn't you ain't doin' it right doin' it right no lord save me my drug is my baby i'll be usin' for the rest of my life ohoh don't blame me love made me crazy ohohoh if it doesn't you ain't doin' it right you ain't doin' it right oh lord save me my drug is my baby i'll be usin' for the rest of my life i'll be usin' i'll be usin'   i get so high oh every time you're every time you're lovin' me you're lovin' me oh lord save me my drug is my baby i'll be usin' for the rest of my life,2017.0,"['blame', 'love', 'made', 'crazy', 'aint', 'doin', 'right', 'lord', 'save', 'drug', 'baby', 'ill', 'usin', 'rest', 'life', 'ive', 'breakin', 'heart', 'long', 'time', 'toyin', 'older', 'guy', 'plaything', 'use', 'something', 'happened', 'first', 'darkest', 'little', 'paradise', 'shakin', 'pacin', 'need', 'pre', 'would', 'cross', 'line', 'waste', 'lose', 'mind', 'say', 'gone', 'far', 'oh', 'name', 'whatever', 'decide', 'im', 'gonna', 'call', 'mine', 'insane', 'echo', 'inside', 'halo', 'hiding', 'obsession', 'poison', 'ivy', 'daisy', 'fall', 'grace', 'touch', 'face', 'walk', 'away', 'id', 'beg', 'knee', 'stay', 'get', 'high', 'every', 'lovin', 'trip', 'touchin', 'ohwhoahohoh', 'ohoh', 'ohohoh']",0.117,0.785,0.098,Negative,0.117
Taylor Swift,I Did Something Bad,reputation,2017-11-10,i never trust a narcissist but they love me so i play 'em like a violin and i make it look ohsoeasy 'cause for every lie i tell them they tell me three this is how the world works now all he thinks about is me  pre  i can feel the flames on my skin crimson red paint on my lips if a man talks shit then i owe him nothing i don't regret it one bit 'cause he had it coming   they say i did something bad then why's it feel so good they say i did something bad but why's it feel so good most fun i ever had and i'd do it over and over and over again if i could it just felt so good good  hook radidididididididididada radidididididididididada radidididididididididada dada dada   i never trust a playboy but they love me so i fly 'em all around the world and i let them think they saved me they never see it comin' what i do next this is how the world works you gotta leave before you get left  pre  i can feel the flames on my skin he says don't throw away a good thing but if he drops my name then i owe him nothin' and if he spends my change then he had it comin'   they say i did something bad oh then why's it feel so good they say i did something bad but why's it feel so good most fun i ever had and i'd do it over and over and over again if i could it just felt so good good  post radidididididididididada radidididididididididada it just felt so good radidididididididididada dada dada   they're burning all the witches even if you aren't one they got their pitchforks and proof their receipts and reasons they're burning all the witches even if you aren't one so light me up light me up light me up light me up light me up go ahead and light me up light me up light me up light me up light me up light me up light me up light me up light me up   they say i did something bad oh then why's it feel so good so good they say i did something bad but why's it feel so good good most fun i ever had most fun i ever had and i'd do it over and over and over again if i could it just felt so good good good  post radidididididididididada radidididididididididada radidididididididididada dada dada   oh you say i did something bad you say i did something bad why's it feel so good good so bad why's it feel so good why's it feel why's it feel so good bad it just felt so good good,2017.0,"['never', 'trust', 'narcissist', 'love', 'play', 'em', 'like', 'violin', 'make', 'look', 'ohsoeasy', 'cause', 'every', 'lie', 'tell', 'three', 'world', 'work', 'think', 'pre', 'feel', 'flame', 'skin', 'crimson', 'red', 'paint', 'lip', 'man', 'talk', 'shit', 'owe', 'nothing', 'regret', 'one', 'bit', 'coming', 'say', 'something', 'bad', 'why', 'good', 'fun', 'ever', 'id', 'could', 'felt', 'hook', 'radidididididididididada', 'dada', 'playboy', 'fly', 'around', 'let', 'saved', 'see', 'comin', 'next', 'gotta', 'leave', 'get', 'left', 'throw', 'away', 'thing', 'drop', 'name', 'nothin', 'spends', 'change', 'oh', 'post', 'theyre', 'burning', 'witch', 'even', 'got', 'pitchfork', 'proof', 'receipt', 'reason', 'light', 'go', 'ahead']",0.102,0.632,0.266,Positive,0.266
Taylor Swift,Dress,reputation,2017-11-10,our secret moments in a crowded room they got no idea about me and you there is an indentation in the shape of you made your mark on me a golden tattoo  pre all of this silence and patience pining and anticipation my hands are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha haah   say my name and everything just stops i don't want you like a best friend only bought this dress so you could take it off take it oh ha ha haah carve your name into my bedpost cause i don't want you like a best friend only bought this dress so you could take it off take it oh ha ha haah   inescapable i'm not even gonna try and if i get burned at least we were electrified im spilling wine in the bathtub you kiss my face and we're both drunk everyone thinks that they know us but they know nothing about  pre all of this silence and patience pining and anticipation my hands are shaking from holding back from you ha ah ah all of this silence and patience pining and desperately waiting my hands are shaking from all this ah ha ha haah   say my name and everything just stops i don't want you like a best friend only bought this dress so you could take it off take it oh ha ha haah carve your name into my bedpost 'cause i don't want you like a best friend only bought this dress so you could take it off take it oh ha ha  post haahah haahah haahahah only bought this dress so you could take it off haahah haahah haahahah only bought this dress so you could take it off   flashback when you met me your buzzcut and my hair bleached even in my worst times you could see the best in me flashback to my mistakes my rebounds my earthquakes even in my worst lies you saw the truth in me and i woke up just in time now i wake up by your side my one and only my lifeline i woke up just in time now i wake up by your side my hands shake i can't explain this ah ha ha haah   say my name and everything just stops i don't want you like a best friend only bought this dress so you could take it off take it oh ha ha haah carve your name into my bedpost 'cause i dont want you like a best friend only bought this dress so you could take it off take it oh ha ha haah   there is an indentation in the shape of you only bought this dress so you could take it off you made your mark on me golden tattoo only bought this dress so you could take it off,2017.0,"['secret', 'moment', 'crowded', 'room', 'got', 'idea', 'indentation', 'shape', 'made', 'mark', 'golden', 'tattoo', 'pre', 'silence', 'patience', 'pining', 'anticipation', 'hand', 'shaking', 'holding', 'back', 'ha', 'ah', 'desperately', 'waiting', 'haah', 'say', 'name', 'everything', 'stop', 'want', 'like', 'best', 'friend', 'bought', 'dress', 'could', 'take', 'oh', 'carve', 'bedpost', 'cause', 'inescapable', 'im', 'even', 'gonna', 'try', 'get', 'burned', 'least', 'electrified', 'spilling', 'wine', 'bathtub', 'kiss', 'face', 'were', 'drunk', 'everyone', 'think', 'know', 'u', 'nothing', 'post', 'haahah', 'haahahah', 'flashback', 'met', 'buzzcut', 'hair', 'bleached', 'worst', 'time', 'see', 'mistake', 'rebound', 'earthquake', 'lie', 'saw', 'truth', 'woke', 'wake', 'side', 'one', 'lifeline', 'shake', 'cant', 'explain', 'dont']",0.104,0.699,0.197,Positive,0.197
Taylor Swift,​hoax,folklore,2020-07-24,my only one my smoking gun my eclipsed sun this has broken me down my twisted knife my sleepless night my winless fight this has frozen my ground   stood on the cliffside screaming give me a reason your faithless love's the only hoax i believe in don't want no other shade of blue but you no other sadness in the world would do   my best laid plan your sleight of hand my barren land i am ash from your fire   stood on the cliffside screaming give me a reason your faithless love's the only hoax i believe in don't want no other shade of blue but you no other sadness in the world would do   you know i left a part of me back in new york you knew the hero died so what's the movie for you knew it still hurts underneath my scars from when they pulled me apart you knew the password so i let you in the door you knew you won so what's the point of keeping score you knew it still hurts underneath my scars from when they pulled me apart but what you did was just as dark ah ah ah darling this was just as hard as when they pulled me apart   my only one my kingdom come undone my broken drum you have beaten my heart don't want no other shade of blue but you no other sadness in the world would do,2020.0,"['one', 'smoking', 'gun', 'eclipsed', 'sun', 'broken', 'twisted', 'knife', 'sleepless', 'night', 'winless', 'fight', 'frozen', 'ground', 'stood', 'cliffside', 'screaming', 'give', 'reason', 'faithless', 'love', 'hoax', 'believe', 'want', 'shade', 'blue', 'sadness', 'world', 'would', 'best', 'laid', 'plan', 'sleight', 'hand', 'barren', 'land', 'ash', 'fire', 'know', 'left', 'part', 'back', 'new', 'york', 'knew', 'hero', 'died', 'whats', 'movie', 'still', 'hurt', 'underneath', 'scar', 'pulled', 'apart', 'password', 'let', 'door', 'point', 'keeping', 'score', 'dark', 'ah', 'darling', 'hard', 'kingdom', 'come', 'undone', 'drum', 'beaten', 'heart']",0.201,0.671,0.128,Negative,0.201
